customerID,fecha_lote,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BancoPago
RET-0318,2026-07-27,Male,0,No,Yes,6,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,118.75,712.5,Banco de Bogota
RET-0319,2026-07-27,Female,1,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),74.03,2442.99,BBVA
RET-0320,2026-07-27,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,34.28,0.0,BBVA
RET-0321,2026-07-27,Male,1,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),115.67,4858.14,Scotiabank
RET-0322,2026-07-27,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,76.89,999.57,BCO BOGOTA
RET-0323,2026-07-27,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.88,1677.48,davivienda
RET-0324,2026-07-27,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.28,1099.84,Bancolombia
RET-0325,2026-07-27,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),70.53,2398.02,davivienda
RET-0326,2026-07-27,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),59.07,2776.29,davivienda
RET-0327,2026-07-27,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),122.3,4769.7,Davivienda
RET-0328,2026-07-27,Female,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.39,1550.92,Bancolombia S.A.
RET-0329,2026-07-27,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.39,2354.04,Bancolombia S.A.
RET-0330,2026-07-27,Female,1,No,No,49,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),85.91,4209.59,BCO BOGOTA
RET-0249,2026-07-27,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,1159.2,
RET-0331,2026-08-03,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.79,268.95,
RET-0332,2026-08-03,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.32,1013.12,BANCOLOMBIA
RET-0333,2026-08-03,Male,1,Yes,No,25,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),29.09,727.25,007
RET-0334,2026-08-03,Male,0,No,Yes,22,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,19.16,421.52,Davivienda
RET-0335,2026-08-03,Male,0,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.3,2668.4,BANCOLOMBIA
RET-0336,2026-08-03,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.48,2851.8,Banco de Bogota
RET-0337,2026-08-03,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,47.57,285.42,bancolombia
RET-0338,2026-08-03,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.54,2148.96,Scotiabank
RET-0339,2026-08-03,Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.54,1017.94,Scotiabank
RET-0340,2026-08-03,Male,1,No,No,13,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),147.64,1919.32,BBVA
RET-0341,2026-08-03,Male,1,Yes,No,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,32.55,651.0,BCO BOGOTA
RET-0342,2026-08-03,Male,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,18.25,419.75,Bancolombia
RET-0343,2026-08-03,Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,56.89,113.78,Davivienda
RET-0344,2026-08-03,Male,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),34.75,1251.0,Bancolombia
RET-0345,2026-08-03,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.41,3386.37,007
RET-0346,2026-08-03,Male,0,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.87,2921.76,BCO BOGOTA
RET-0347,2026-08-03,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.96,1781.12,Scotiabank
RET-0348,2026-08-03,Female,0,No,Yes,30,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,87.44,2623.2,BBVA
RET-0349,2026-08-03,Female,1,Yes,No,58,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,125.52,7280.16,Davivienda
RET-0350,2026-08-03,Male,0,No,Yes,95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.2,3154.0,
RET-0351,2026-08-03,Female,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.07,1478.52,Banco de Bogota
RET-0352,2026-08-03,Female,1,No,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,38.91,1750.95,BBVA
RET-0353,2026-08-03,Female,1,Yes,No,17,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),47.2,802.4,Banco de Bogota
RET-0354,2026-08-03,Male,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),48.48,2811.84,BBVA
RET-0355,2026-08-03,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.87,1194.27,
RET-0356,2026-08-03,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,67.39,2156.48,Banco de Bogota
RET-0357,2026-08-03,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),112.97,338.91,  BBVA 
RET-0358,2026-08-03,Female,0,No,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),115.52,4505.28,BBVA
RET-0359,2026-08-03,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,99.63,4184.46,Bancolombia
RET-0360,2026-08-03,Male,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.97,3211.47,Davivienda
RET-0361,2026-08-03,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1149.75,  BBVA 
RET-0362,2026-08-03,Female,1,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,292.0,Bancolombia S.A.
RET-0363,2026-08-03,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),108.49,0.0,Bancolombia
RET-0364,2026-08-03,Female,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.09,0.0,Bancolombia
RET-0365,2026-08-03,Male,1,No,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,96.21,2982.51,Davivienda
RET-0366,2026-08-03,Female,1,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.97,2234.44,BBVA
RET-0367,2026-08-03,Male,0,No,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),19.81,772.59,BBVA
RET-0368,2026-08-03,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.6,6361.6,Davivienda
RET-0369,2026-08-03,Female,1,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.28,1522.08,BBVA
RET-0370,2026-08-03,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.94,2077.38,Bancolombia
RET-0371,2026-08-03,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.69,1785.94,Banco de Bogota
RET-0372,2026-08-03,Male,0,No,No,32,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),46.61,1491.52,BBVA
RET-0373,2026-08-03,Female,0,Yes,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.31,1417.78,Banco de Bogota
RET-0374,2026-08-03,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,91.98,2483.46,
RET-0375,2026-08-03,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,78.95,2210.6,Scotiabank
RET-0376,2026-08-03,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.58,2507.4,Bancolombia
RET-0377,2026-08-03,Female,0,No,No,46,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),85.62,3938.52,Banco de Bogota
RET-0378,2026-08-03,Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.74,2243.5,BBVA
RET-0379,2026-08-03,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.35,3757.65,Bancolombia
RET-0380,2026-08-03,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),60.64,3699.04,Banco de Bogota
RET-0381,2026-08-03,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.25,3808.75,Davivienda
RET-0382,2026-08-03,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.16,1949.76,Banco de Bogota
RET-0383,2026-08-03,Male,0,No,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.9,,Scotiabank
RET-0384,2026-08-03,Female,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,87.17,3835.48,Davivienda
RET-0385,2026-08-03,Female,1,Yes,Yes,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,65.19,1694.94,Bancolombia
RET-0374,2026-08-03,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,96.48,2483.46,
RET-0386,2026-08-10,Female,1,Yes,No,30,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),24.63,738.9,Scotiabank
RET-0387,2026-08-10,Female,1,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),115.99,5451.53,Scotiabank
RET-0388,2026-08-10,Female,1,No,No,84,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,62.96,5288.64,Scotiabank
RET-0389,2026-08-10,Male,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.07,4030.27,Banco de Bogota
RET-0390,2026-08-10,Male,0,Yes,Yes,74,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,50.33,3724.42,BANCOLOMBIA
RET-0391,2026-08-10,Male,0,Yes,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),56.33,2647.51,BBVA
RET-0392,2026-08-10,Male,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.3,2489.3,Davivienda
RET-0393,2026-08-10,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),69.83,2094.9,Davivienda
RET-0394,2026-08-10,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,59.42,3030.42,bancolombia
RET-0395,2026-08-10,Male,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),83.96,5121.56,BCO BOGOTA
RET-0396,2026-08-10,Male,0,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,153.49,4297.72,Scotiabank
RET-0397,2026-08-10,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),77.21,2470.72,BBVA
RET-0398,2026-08-10,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),52.95,1906.2,BBVA
RET-0399,2026-08-10,Female,0,No,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),32.45,259.6,Bancolombia
RET-0400,2026-08-10,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,59.11,3369.27,BANCOLOMBIA
RET-0401,2026-08-10,Female,1,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.69,3462.02,Bancolombia
RET-0402,2026-08-10,Male,0,No,Yes,64,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,72.07,4612.48,Banco de Bogota
RET-0403,2026-08-10,Male,1,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,97.34,5353.7,Davivienda
RET-0404,2026-08-10,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),68.05,4355.2,BBVA
RET-0405,2026-08-10,Female,0,No,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,18.25,438.0,BANCOLOMBIA
RET-0406,2026-08-10,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.34,1000.08,BANCOLOMBIA
RET-0407,2026-08-10,Female,1,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),113.9,2961.4,Davivienda
RET-0408,2026-08-10,Male,0,No,No,33,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),52.99,1748.67,BBVA
RET-0409,2026-08-10,Male,1,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.69,2199.46,BBVA
RET-0410,2026-08-10,Female,1,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),115.8,6021.6,
RET-0411,2026-08-10,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),95.05,4372.3,Bancolombia
RET-0412,2026-08-10,Male,1,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),87.02,3915.9,Davivienda
RET-0413,2026-08-10,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.74,6288.1,Bancolombia
RET-0414,2026-08-10,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,71.84,2083.36,Scotiabank
RET-0415,2026-08-10,Male,0,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,100.85,4538.25,Davivienda
RET-0416,2026-08-10,Female,1,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.64,2154.24,Bancolombia S.A.
RET-0417,2026-08-10,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,97.27,1264.51,Davivienda
RET-0418,2026-08-10,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,46.63,1025.86,Davivienda
RET-0419,2026-08-10,Male,0,No,Yes,42,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),47.45,1992.9,bancolombia
RET-0420,2026-08-10,Female,1,No,Yes,62,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.71,1904.02,davivienda
RET-0421,2026-08-10,Female,1,Yes,Yes,58,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,44.98,2608.84,Banco de Bogota
RET-0422,2026-08-10,Male,1,No,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),97.51,6630.68,Scotiabank
RET-0423,2026-08-10,Male,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.15,1263.55,Bancolombia
RET-0424,2026-08-10,Female,0,No,No,34,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),36.86,1253.24,BCO BOGOTA
RET-0425,2026-08-10,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,86.42,3543.22,007
RET-0426,2026-08-10,Male,0,No,No,59,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.75,4528.25,BBVA
RET-0427,2026-08-10,Female,0,No,Yes,82,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,91.6,7511.2,Davivienda
RET-0428,2026-08-10,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,117.03,1638.42,Scotiabank
RET-0429,2026-08-10,Male,0,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,106.78,4271.2,Scotiabank
RET-0430,2026-08-10,Female,0,No,Yes,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.95,5308.8,Davivienda
RET-0431,2026-08-10,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),60.67,3700.87,Scotiabank
RET-0432,2026-08-10,Male,0,No,No,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),61.76,3582.08,007
RET-0433,2026-08-10,Female,0,No,Yes,64,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.78,4529.92,bancolombia
RET-0434,2026-08-10,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,77.76,4354.56,Bancolombia
RET-0435,2026-08-10,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,83.59,585.13,Davivienda
RET-0436,2026-08-10,Female,0,No,No,65,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.22,3979.3,Bancolombia
RET-0437,2026-08-10,Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,23.19,1623.3,Banco de Bogota
RET-0438,2026-08-10,Female,1,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.74,2779.16,Bancolombia
RET-0439,2026-08-10,Female,1,No,Yes,66,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,34.38,2269.08,Davivienda
RET-0440,2026-08-10,Male,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.01,3321.41,BCO BOGOTA
RET-0441,2026-08-10,Male,1,No,Yes,41,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,48.49,1988.09,Banco de Bogota
RET-0442,2026-08-10,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),91.92,1378.8,Bancolombia
RET-0443,2026-08-10,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,1086.24,Bancolombia
RET-0444,2026-08-10,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.23,2136.74,Davivienda
RET-0445,2026-08-10,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,64.99,1299.8,Davivienda
RET-0446,2026-08-10,Male,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.76,0.0,Bancolombia
RET-0447,2026-08-10,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),112.92,5533.08,Scotiabank
RET-0448,2026-08-10,Male,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),104.47,6372.67,Banco de Bogota
RET-0449,2026-08-10,Male,0,Yes,Yes,73,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),43.7,3190.1,Davivienda
RET-0450,2026-08-10,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.66,781.28,Davivienda
RET-0451,2026-08-10,Male,0,Yes,No,13,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.38,1109.94,Banco de Bogota
RET-0452,2026-08-10,Female,0,No,No,49,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),52.48,2571.52,Banco de Bogota
RET-0453,2026-08-10,Male,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),59.54,1905.28,Banco de Bogota
RET-0454,2026-08-10,Male,1,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.74,0.0,Davivienda
RET-0455,2026-08-10,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,66.87,1471.14,Banco de Bogota
RET-0456,2026-08-10,Male,0,Yes,No,75,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.78,7558.5,Scotiabank
RET-0457,2026-08-10,Female,0,No,No,83,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,31.87,2645.21,BBVA
RET-0458,2026-08-10,Male,1,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.06,3571.58,BBVA
RET-0459,2026-08-10,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,62.36,1247.2,Banco de Bogota
RET-0460,2026-08-10,Female,0,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.27,,Banco de Bogota
RET-0461,2026-08-10,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,61.83,2906.01,BBVA
RET-0462,2026-08-10,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,80.54,3543.76,Scotiabank
RET-0463,2026-08-10,Female,0,Yes,No,62, No ,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,47.51,2945.62,Davivienda
RET-0464,2026-08-10,Female,0,Yes,No,47,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,94.56,4444.32,Banco de Bogota
RET-0465,2026-08-10,Male,0,No,No,50,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,90.84,4542.0,Scotiabank
RET-0466,2026-08-10,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),32.13,1253.07,BBVA
RET-0467,2026-08-10,Male,0,No,No,39,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),87.99,3431.61,Bancolombia
